hadithID,title,asaneed,hadithTxt,Matn
97353,"جامع الترمذي - أبواب الزكاة عن رسول الله صلى الله عليه وسلم - باب ما جاء أن في المال حقا سوى الزكاة","[[5068,3071,6468,2777,705,5480,10859]]","      ( 27 ) ( 27 ) باب ما جاء أن في المال حقا سوى الزكاة 675 659 - حدثنا محمد بن أحمد بن مدويه ، قال : حدثنا الأسود بن عامر ، عن شريك ، عن أبي حمزة ، عن الشعبي ، عن فاطمة بنت قيس قالت : سألت أو سئل النبي صلى الله عليه وسلم عن الزكاة ، فقال : إن في المال لحقا سوى الزكاة ، ثم تلا هذه الآية التي في البقرة : 
 			{
 		ليس البر أن تولوا وجوهكم 
 			}
 		... الآية .   ","سَأَلْتُ أَوْ سُئِلَ النَّبِيُّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ عَنِ الزَّكَاةِ ، فَقَالَ : إِنَّ فِي الْمَالِ لَحَقًّا سِوَى الزَّكَاةِ ، ثُمَّ تَلَا هَذِهِ الْآيَةَ الَّتِي فِي الْبَقَرَةِ : لَيْسَ الْبِرَّ أَنْ تُوَلُّوا وُجُوهَكُمْ "
97354,"جامع الترمذي - أبواب الزكاة عن رسول الله صلى الله عليه وسلم - باب ما جاء أن في المال حقا سوى الزكاة","[[5068,3071,6468,2777,5680,3741,10859]]","       676  660 - حدثنا عبد الله بن عبد الرحمن ، قال : أخبرنا محمد بن [2/41] الطفيل ، عن شريك ، عن أبي حمزة ، عن عامر الشعبي ، عن فاطمة بنت قيس ، عن النبي صلى الله عليه وسلم قال : إن في المال حقا سوى الزكاة . هذا حديث إسناده ليس بذاك ، وأبو حمزة ميمون الأعور يضعف . وروى بيان وإسماعيل بن سالم عن الشعبي هذا الحديث قوله ، وهذا أصح .   ","إِنَّ فِي الْمَالِ حَقًّا سِوَى الزَّكَاةِ "
105090,"مسند الدارمي - كتاب الزكاة - باب ما يجب فِي مال سوى الزكاة","[[5068,3071,6468,2777,5680,3741]]","      13 - باب : ما يجب في مال سوى الزكاة 1673 1677 - أخبرنا محمد بن الطفيل ، حدثنا شريك ، عن أبي حمزة ، عن عامر ، عن فاطمة بنت قيس قالت : سمعت رسول الله - صلى الله عليه وسلم - يقول : إن في أموالكم حقا سوى الزكاة .   ","إِنَّ فِي أَمْوَالِكُمْ حَقًّا سِوَى الزَّكَاةِ "
110371,"سنن ابن ماجه - أبواب الزكاة - باب ما أدي زكاته فليس بكنز","[[5068,3071,6468,2777,6867,4585,10935]]","       [3/9]  1858  1789 - حدثنا علي بن محمد ، حدثنا يحيى بن آدم ، عن شريك ، عن أبي حمزة ، عن الشعبي ، عن فاطمة بنت قيس ، أنها سمعته - تعني النبي صلى الله عليه وسلم - يقول : ليس في المال حق سوى الزكاة .   ","لَيْسَ فِي الْمَالِ حَقٌّ سِوَى الزَّكَاةِ "
