hadithNum,mainID,takhreegIDs
56,104,"104,0,2119,0,4437,0,4440,0,6074,0,6591,0,8298,0,8784,0,8796,0,9883,0,10380,0,16541,0,16542,0,16543,0,16544,0,16545,0,16546,0,16547,0,16548,0,16549,0,16977,0,16978,0,19015,0,19016,0,22566,0,24224,0,28791,0,38548,0,40778,0,42126,0,44036,0,44567,0,46246,0,46320,0,52756,0,54721,0,69190,0,69191,0,69192,0,69193,0,69194,0,69195,0,69196,0,69199,0,81061,0,81062,0,81239,0,81240,0,81241,0,81242,0,81243,0,81244,0,81245,0,81248,0,82687,0,82692,0,85100,0,85127,0,85128,0,87424,0,87859,0,92786,0,92965,0,93295,0,97905,0,99962,0,101560,0,101714,0,107553,0,107554,0,111724,0,115893,0,115894,0,115895,0,126862,0,126888,0,134218,0,134219,0,134220,0,134221,0,134222,0,134223,0,134405,0,134406,0,137959,0,139892,0,140384,0,140385,0,140386,0,140387,0,140388,0,140389,0,140391,0,140392,0,140445,0,151771,0,151805,0,151810,0,151811,0,151813,0,151816,0,151817,0,151819,0,151832,0,151855,0,151869,0,151877,0,151898,0,151929,0,151944,0,167451,0,180084,0,180085,0,180086,0,180087,0,180098,0,183472,0,185634,0,185665,0,185667,0,185668,0,185673,0,185684,0,185685,0,185689,0,185717,0,185719,0,185720,0,185741,0,185772,0,192891,0,192892,0,195960,0,196032,0,196046,0,196047,0,196049,0,196087,0,196142,0,198520,0,231780,0,231781,0,231782,0,231783,0,273445,0,280418,0,287007,0,289035,0,289036,0,289037,0,292548,0,292549,0,296101,0,296102,0,296103,0,296118,0,296119,0,300264,0,330289,0"
57,106,"106,0,107,0,896,0,2289,0,3497,0,4391,0,4392,0,11090,0,11760,0,11761,0,11762,0,23557,0,28614,0,39149,0,39151,0,59532,0,69859,0,69860,0,69887,0,69889,0,69890,0,69891,0,69910,0,72616,0,83099,0,83100,0,83106,0,83132,0,83134,0,83135,0,83136,0,83156,0,84439,0,84449,0,88752,0,95771,0,99613,0,106566,0,131671,0,131672,0,138987,0,140351,0,170496,0,170497,0,170505,0,170506,0,170507,0,170509,0,170526,0,170535,0,170537,0,170539,0,170543,0,170564,0,170573,0,170574,0,170578,0,170582,0,170589,0,170592,0,170602,0,170605,0,180622,0,184323,0,184324,0,184327,0,192695,0,192701,0,224415,0,224417,0,259803,0,291015,0,291016,0,293406,0,302686,0,302732,0,302733,0,302734,0,302735,0,302736,0,302737,0,302738,0,302739,0,302752,0,302816,0,302820,0,302821,0,302822,0,302823,0,302831,0,302832,0,302834,0,302836,0,302864,0,302876,0,302880,0,302883,0,302896,0,302933,0,302951,0,302955,0,302956,0,302957,0,303002,0,303008,0,303009,0,303011,0,303012,0,303013,0,303014,0,303015,0,303016,0,303017,0,303018,0,303019,0,303020,0,303021,0,303034,0,303070,0,303074,0,329719,0,330285,0,333312,0,338656,0,340196,0"
58,107,"106,0,107,0,896,0,2289,0,3497,0,4391,0,4392,0,11090,0,11760,0,11761,0,11762,0,23557,0,28614,0,39149,0,39151,0,59532,0,69859,0,69860,0,69887,0,69889,0,69890,0,69891,0,69910,0,72616,0,83099,0,83100,0,83106,0,83132,0,83134,0,83135,0,83136,0,83156,0,84439,0,84449,0,88752,0,95771,0,99613,0,106566,0,131671,0,131672,0,138987,0,140351,0,170496,0,170497,0,170505,0,170506,0,170507,0,170509,0,170526,0,170535,0,170537,0,170539,0,170543,0,170564,0,170573,0,170574,0,170578,0,170582,0,170589,0,170592,0,170602,0,170605,0,180622,0,184323,0,184324,0,184327,0,192695,0,192701,0,224415,0,224417,0,259803,0,291015,0,291016,0,293406,0,302686,0,302732,0,302733,0,302734,0,302735,0,302736,0,302737,0,302738,0,302739,0,302752,0,302816,0,302820,0,302821,0,302822,0,302823,0,302831,0,302832,0,302834,0,302836,0,302864,0,302876,0,302880,0,302883,0,302896,0,302933,0,302951,0,302955,0,302956,0,302957,0,303002,0,303008,0,303009,0,303011,0,303012,0,303013,0,303014,0,303015,0,303016,0,303017,0,303018,0,303019,0,303020,0,303021,0,303034,0,303070,0,303074,0,329719,0,330285,0,333312,0,338656,0,340196,0"
59,112,"112,0,10067,0,30331,0,143444,0,159154,0"
60,114,"114,0,178,0,301,0,12220,0,12221,0,12222,0,24784,0,24794,0,32232,0,63937,0,63985,0,72332,0,80424,0,80425,0,89195,0,103820,0,108528,0,119200,0,119201,0,156949,0,157232,0,157308,0,157336,0,157401,0,157529,0,182751,0,197664,0,197665,0,237385,0,281915,0,281916,0,281917,0,281918,0,281919,0,316932,0,317085,0,317086,0"
61,116,"116,0,118,0,138,0,237,0,3571,0,7081,0,8447,0,8455,0,9486,0,9518,0,20075,0,20076,0,20077,0,20078,0,20079,0,30605,0,30607,0,30608,0,30610,0,87975,0,101255,0,103315,0,155010,0,155269,0,155410,0,155684,0,156063,0,156373,0,156470,0,156888,0,184193,0,184194,0,193656,0,201235,0,201434,0,201669,0,210807,0,210808,0,211479,0,315921,0,316167,0,316172,0,316173,0,316174,0,316176,0,316179,0,316180,0,316200,0,316466,0,332210,0,334245,0,334283,0,334909,0,337344,0,340253,0"
62,118,"116,0,118,0,138,0,237,0,3571,0,7081,0,8447,0,8455,0,9486,0,9518,0,20075,0,20076,0,20077,0,20078,0,20079,0,30605,0,30607,0,30608,0,30610,0,87975,0,101255,0,103315,0,155010,0,155269,0,155410,0,155684,0,156063,0,156373,0,156470,0,156888,0,184193,0,184194,0,193656,0,201235,0,201434,0,201669,0,210807,0,210808,0,211479,0,315921,0,316167,0,316172,0,316173,0,316174,0,316176,0,316179,0,316180,0,316200,0,316466,0,332210,0,334245,0,334283,0,334909,0,337344,0,340253,0"
63,120,"120,0,28796,0,28797,0,28798,0,30432,0,66998,0,66999,0,75798,0,75799,0,89699,0,109828,0,124103,0,134907,0,163210,0,201722,0,297099,0"
64,122,"122,0,4766,0,6611,0,11174,0,80375,0,84634,0,141379,0,152543,0,152544,0,153150,0,289773,0,289774,0"
65,123,"123,0,4765,0,9109,0,9114,0,9121,0,11025,0,18092,0,18093,0,18094,0,42846,0,71303,0,71411,0,80376,0,84636,0,85548,0,88408,0,94844,0,94845,0,100998,0,143511,0,163211,0,163229,0,163356,0,163540,0,163825,0,163826,0,164416,0,188058,0,188124,0,188203,0,188319,0,188320,0,194040,0,202658,0,202766,0,202927,0,288437,0,288438,0,293470,0,293471,0,299519,0,299521,0,336430,0"
66,125,"125,0,816,0,18342,0,18343,0,23018,0,30295,0,80446,0,80447,0,101009,0,125987,0,126008,0,173525,0,186428,0,304025,0,304026,0"
67,127,"127,0,197,0,2836,0,5160,0,6587,0,7010,0,8619,0,10911,0,11407,0,16758,0,16759,0,16760,0,16761,0,24098,0,29900,0,37758,0,42018,0,42020,0,42022,0,69824,0,70197,0,77280,0,78017,0,78018,0,78184,0,78560,0,80362,0,80363,0,91621,0,91622,0,98893,0,105523,0,108219,0,126396,0,130638,0,130639,0,130828,0,132954,0,138143,0,139267,0,171815,0,171816,0,171837,0,171849,0,171881,0,171885,0,171893,0,171930,0,180835,0,187156,0,199006,0,199007,0,199008,0,280926,0,287801,0,289177,0,291024,0,291026,0,329104,0,330102,0,340047,0"
68,131,"131,0,134,0,9946,0,20108,0,20109,0,20110,0,39106,0,80431,0,101233,0,101234,0,153976,0,153982,0,154446,0,154465,0,154597,0,154637,0,154819,0,154849,0,180151,0,183518,0,190119,0,190224,0,190313,0,196777,0,196803,0,268116,0,312828,0,312829,0,333764,0,335737,0"
69,132,"132,0,9490,0,16939,0,16940,0,80432,0,162821,0,163671,0,182517,0,189252,0,202994,0"
70,134,"131,0,134,0,9946,0,20108,0,20109,0,20110,0,39106,0,80431,0,101233,0,101234,0,153976,0,153982,0,154446,0,154465,0,154597,0,154637,0,154819,0,154849,0,180151,0,183518,0,190119,0,190224,0,190313,0,196777,0,196803,0,268116,0,312828,0,312829,0,333764,0,335737,0"
71,136,"136,0,5044,0,5702,0,11234,0,11425,0,14390,0,14393,0,17479,0,17480,0,30301,0,30738,0,36867,0,103251,0,107947,0,108205,0,167817,0,167845,0,167847,0,167848,0,167877,0,167878,0,167879,0,167888,0,167898,0,167899,0,192537,0,192549,0,192566,0,291347,0,291352,0,321586,0,321620,0,321621,0,321622,0,321623,0,321686,0,321693,0,321709,0,321755,0,321793,0,321801,0,321802,0,321803,0,321804,0,321805,0,321806,0,321807,0,321838,0,321850,0,321859,0,321860,0,321861,0,321862,0,321881,0,321882,0,330586,0,336724,0,337966,0,337967,0,337968,0,338797,0,339198,0"
72,138,"116,0,118,0,138,0,237,0,3571,0,7081,0,8447,0,8455,0,9486,0,9518,0,20075,0,20076,0,20077,0,20078,0,20079,0,30605,0,30607,0,30608,0,30610,0,87975,0,101255,0,103315,0,155010,0,155269,0,155410,0,155684,0,156063,0,156373,0,156470,0,156888,0,184193,0,184194,0,193656,0,201235,0,201434,0,201669,0,210807,0,210808,0,211479,0,315921,0,316167,0,316172,0,316173,0,316174,0,316176,0,316179,0,316180,0,316200,0,316466,0,332210,0,334245,0,334283,0,334909,0,337344,0,340253,0"
73,140,"140,0,2299,0,10992,0,11241,0,13777,0,13778,0,30303,0,80344,0,113825,0,143222,0,154050,0,154515,0,180265,0,183509,0,190165,0,190273,0,190314,0,197030,0,289705,0,330874,0"
74,142,"142,0,149,0,221,0,3663,0,4415,0,5250,0,5411,0,5412,0,7137,0,7139,0,7141,0,10285,0,11445,0,18932,0,18933,0,18934,0,18936,0,19669,0,30327,0,32095,0,42510,0,42512,0,55802,0,56885,0,80351,0,87973,0,88052,0,88054,0,88056,0,88058,0,88060,0,94542,0,95449,0,95450,0,95451,0,101653,0,101654,0,102002,0,172682,0,172690,0,172693,0,172700,0,172701,0,172704,0,172705,0,172694,0,172695,0,172696,0,172691,0,172692,0,172687,0,172689,0,180456,0,183835,0,192930,0,271411,0,293222,0,295682,0,329076,0,329077,0,336110,0"
75,144,"144,0,5839,0,5840,0,5841,0,11183,0,44157,0,83671,0,102744,0,108144,0,153768,0,312989,0,314438,0"
76,146,"146,0,841,0,1424,0,3025,0,6594,0,12887,0,12888,0,12889,0,12890,0,21048,0,23360,0,25979,0,25980,0,25981,0,25982,0,25983,0,26060,0,34384,0,34779,0,34829,0,34852,0,49764,0,49765,0,49766,0,49767,0,49768,0,49769,0,64945,0,64947,0,73408,0,73410,0,80383,0,90018,0,90019,0,90020,0,96812,0,104756,0,109206,0,123046,0,123070,0,123071,0,123072,0,123073,0,123074,0,123075,0,152241,0,152451,0,152582,0,152619,0,152656,0,152738,0,153175,0,153271,0,153399,0,153552,0,153569,0,153570,0,153693,0,153846,0,183327,0,183387,0,183960,0,187428,0,187468,0,187593,0,187792,0,200257,0,200405,0,200460,0,216089,0,216091,0,240324,0,240349,0,284287,0,284288,0,284289,0,313501,0,313624,0,314699,0,315210,0,315217,0,315218,0,315447,0,315448,0,331931,0"
77,147,"147,0,340,0,728,0,730,0,1114,0,1142,0,1394,0,1396,0,1941,0,8377,0,9852,0,9965,0,10695,0,11698,0,11699,0,13316,0,13317,0,13318,0,21106,0,27467,0,27468,0,27505,0,27573,0,30567,0,32706,0,33331,0,34238,0,39126,0,60409,0,65010,0,65102,0,65872,0,73473,0,73564,0,74075,0,80384,0,87440,0,87442,0,87443,0,87444,0,87445,0,87446,0,88377,0,88378,0,108828,0,108960,0,122472,0,124811,0,124812,0,124926,0,125034,0,125035,0,125036,0,125095,0,143482,0,162873,0,163279,0,167331,0,167333,0,167334,0,167335,0,167336,0,175431,0,175649,0,175650,0,175651,0,181384,0,181386,0,186495,0,186496,0,186497,0,188519,0,215624,0,243988,0,243989,0,247109,0,288784,0,295939,0,295940,0,295942,0,295948,0,295949,0,319294,0,319296,0,319297,0,319298,0,319299,0,319300,0,319301,0,319302,0,319303,0,319304,0,319305,0,319306,0,319307,0,330645,0"
78,149,"142,0,149,0,221,0,3663,0,4415,0,5250,0,5411,0,5412,0,7137,0,7139,0,7141,0,10285,0,11445,0,18932,0,18933,0,18934,0,18936,0,19669,0,30327,0,32095,0,42510,0,42512,0,55802,0,56885,0,80351,0,87973,0,88052,0,88054,0,88056,0,88058,0,88060,0,94542,0,95449,0,95450,0,95451,0,101653,0,101654,0,102002,0,172682,0,172690,0,172693,0,172700,0,172701,0,172704,0,172705,0,172694,0,172695,0,172696,0,172691,0,172692,0,172687,0,172689,0,180456,0,183835,0,192930,0,271411,0,293222,0,295682,0,329076,0,329077,0,336110,0"
79,151,"151,0,18674,0,30136,0,80349,0,170938,0,192493,0,198550,0"
80,153,"153,0,154,0,8106,0,8659,0,10503,0,19696,0,19697,0,19698,0,43590,0,80454,0,80455,0,100136,0,113623,0,162419,0,162686,0,163016,0,163297,0,163298,0,163590,0,163727,0,164382,0,164383,0,164446,0,164578,0,182401,0,187941,0,187950,0,187980,0,188010,0,188089,0,188111,0,188119,0,188134,0,188228,0,189259,0,194059,0,202741,0,202742,0,236795,0,281042,0,281317,0"
81,154,"153,0,154,0,8106,0,8659,0,10503,0,19696,0,19697,0,19698,0,43590,0,80454,0,80455,0,100136,0,113623,0,162419,0,162686,0,163016,0,163297,0,163298,0,163590,0,163727,0,164382,0,164383,0,164446,0,164578,0,182401,0,187941,0,187950,0,187980,0,188010,0,188089,0,188111,0,188119,0,188134,0,188228,0,189259,0,194059,0,202741,0,202742,0,236795,0,281042,0,281317,0"
82,156,"156,0,5748,0,10803,0,10805,0,10843,0,10849,0,18961,0,18962,0,43762,0,43809,0,57476,0,80340,0,80341,0,82882,0,82883,0,82890,0,83608,0,83609,0,100277,0,102538,0,105909,0,135147,0,155967,0,156284,0,156560,0,156561,0,156762,0,156763,0,156846,0,201529,0,236316,0,272961,0,315758,0"
83,158,"158,0,225,0,2830,0,2831,0,2832,0,10278,0,15293,0,15294,0,15295,0,15296,0,15297,0,15298,0,15299,0,15300,0,21807,0,23716,0,23717,0,23718,0,29895,0,29899,0,37817,0,78038,0,78039,0,78041,0,78042,0,80413,0,91708,0,97794,0,105507,0,105508,0,112220,0,130635,0,130636,0,130645,0,130646,0,130647,0,130648,0,147968,0,147969,0,147970,0,147971,0,147972,0,147975,0,156905,0,156910,0,157223,0,157312,0,157382,0,157459,0,182746,0,184090,0,197720,0,254365,0,279756,0,285705,0,285706,0,297200,0,297201,0,316906,0,316907,0,316908,0,316909,0,316910,0,316912,0"
84,160,"160,0,2809,0,2810,0,2811,0,2827,0,2828,0,10279,0,15301,0,29896,0,29897,0,37815,0,68384,0,77991,0,78034,0,78036,0,91668,0,112218,0,112219,0,130649,0,130650,0,130651,0,130652,0,130653,0,130654,0,130658,0,130704,0,147973,0,147974,0,147976,0,147977,0,147978,0,148172,0,152207,0,152208,0,152699,0,152785,0,153017,0,153100,0,153202,0,153418,0,187517,0,200312,0,200703,0,200704,0,200705,0,254367,0,254369,0,279757,0,285699,0,285700,0,285701,0,297197,0,297198,0,297199,0,313359,0,313824,0,313891,0,314347,0,314444,0,314971,0,315277,0,335001,0,339450,0"
85,161,"161,0,1711,0,2306,0,5668,0,5669,0,6959,0,6960,0,9364,0,10081,0,10691,0,10893,0,10967,0,12009,0,12010,0,12011,0,12012,0,12013,0,14325,0,14326,0,19704,0,19705,0,19706,0,19707,0,19708,0,19709,0,19710,0,20262,0,20263,0,20363,0,20364,0,20441,0,43358,0,43415,0,43417,0,43454,0,43476,0,43488,0,43490,0,43522,0,43729,0,43743,0,43745,0,63190,0,63271,0,87827,0,87828,0,94893,0,94968,0,94992,0,94993,0,100159,0,101550,0,113625,0,113631,0,113655,0,139163,0,141389,0,157589,0,157614,0,157656,0,157911,0,157972,0,158294,0,158556,0,158557,0,158558,0,158559,0,159023,0,159249,0,159258,0,159275,0,159819,0,159958,0,159979,0,160183,0,160252,0,160332,0,160667,0,160813,0,161166,0,161230,0,161234,0,161273,0,161303,0,161304,0,161307,0,161308,0,161309,0,161310,0,161402,0,184725,0,184726,0,184805,0,191035,0,191176,0,191262,0,191264,0,191366,0,191388,0,191417,0,191418,0,191607,0,191613,0,195888,0,203385,0,203575,0,203773,0,204044,0,204088,0,204472,0,204710,0,204912,0,205227,0,205737,0,236847,0,281040,0,281330,0,281352,0,281359,0,289531,0,332643,0,334233,0,338713,0,340707,0"
86,162,"162,0,333,0,1740,0,2027,0,11200,0,14027,0,14028,0,21147,0,36291,0,122971,0,126589,0,179003,0,250850,0,281273,0,327182,0,327321,0,327322,0,327323,0,327324,0,327325,0,327326,0"
87,164,"100,0,164,0,894,0,2286,0,5018,0,5553,0,6544,0,6545,0,9559,0,11177,0,11546,0,11660,0,11661,0,11662,0,17725,0,17726,0,17742,0,17743,0,17744,0,17745,0,17746,0,17747,0,17752,0,17753,0,23598,0,24130,0,25072,0,27913,0,28586,0,28587,0,30435,0,30466,0,40809,0,40884,0,44635,0,50686,0,50688,0,56409,0,71076,0,71835,0,71836,0,71848,0,71851,0,71927,0,71930,0,71931,0,71962,0,71963,0,72019,0,72023,0,72622,0,79310,0,79312,0,79324,0,79327,0,79403,0,79406,0,79407,0,79438,0,79439,0,79496,0,79500,0,80360,0,80378,0,80379,0,81766,0,81795,0,81806,0,88523,0,94135,0,94136,0,94137,0,94139,0,94141,0,95419,0,99048,0,99049,0,100822,0,100823,0,105836,0,105838,0,128530,0,134418,0,134419,0,134450,0,140000,0,140001,0,140033,0,140034,0,150504,0,150579,0,152311,0,152362,0,152373,0,152381,0,152840,0,152865,0,152975,0,153019,0,153138,0,153141,0,153469,0,153493,0,153542,0,153551,0,153643,0,153687,0,153796,0,153797,0,153911,0,155500,0,156235,0,156333,0,156372,0,156836,0,183188,0,183307,0,183357,0,183363,0,187390,0,187613,0,187772,0,187773,0,200205,0,200232,0,200325,0,200327,0,200585,0,200634,0,200635,0,200636,0,200637,0,200829,0,200839,0,232397,0,232415,0,232428,0,264934,0,264935,0,264946,0,264956,0,264981,0,265192,0,272765,0,275275,0,279818,0,287060,0,287061,0,287063,0,288126,0,288127,0,288134,0,288136,0,288137,0,288138,0,288139,0,288140,0,288141,0,313099,0,314246,0,314459,0,314843,0,314909,0,314936,0,315045,0,315094,0,315095,0,315135,0,315267,0,315320,0,315493,0,315525,0,315526,0,315527,0,315528,0,315529,0,315530,0,315531,0,315532,0,330679,0,333594,0,337042,0"
88,166,"166,0,3329,0,4278,0,4306,0,4308,0,7897,0,24294,0,24295,0,38485,0,38487,0,38489,0,59438,0,68761,0,79847,0,80353,0,80626,0,80628,0,80629,0,94014,0,94015,0,98217,0,106062,0,116608,0,137925,0,137926,0,137927,0,137928,0,149827,0,149828,0,149829,0,149830,0,149831,0,166942,0,166943,0,166947,0,166948,0,170778,0,170779,0,181553,0,184088,0,229092,0,229093,0,230763,0,230764,0,256119,0,279750,0,295208,0,295209,0,295210,0,295211,0,295212,0,295213,0,295214,0,319150,0,319151,0,319152,0,319153,0,319154,0,319155,0,319156,0"
89,168,"168,0,4010,0,7517,0,7519,0,7521,0,8040,0,8088,0,9060,0,9624,0,11164,0,11172,0,15930,0,15931,0,15932,0,15933,0,15934,0,27996,0,28457,0,36971,0,38426,0,38428,0,38587,0,38604,0,42647,0,45292,0,61311,0,62418,0,67051,0,85057,0,88580,0,100572,0,100947,0,101887,0,113758,0,135073,0,135126,0,143325,0,149455,0,149456,0,150541,0,150658,0,179911,0,185097,0,185098,0,185106,0,185112,0,185131,0,185156,0,194736,0,194783,0,194795,0,194803,0,194805,0,248004,0,286395,0,290358,0,291115,0,291423,0,295277,0,295856,0,295857,0,332627,0,338938,0"
90,170,"170,0,1170,0,1174,0,9470,0,11020,0,12798,0,12799,0,23546,0,27379,0,27380,0,34358,0,80434,0,104512,0,109253,0,125227,0,125228,0,168056,0,168069,0,174009,0,180564,0,183934,0,217605,0,242352,0,318631,0,318632,0,318633,0,318634,0,318637,0,318638,0,318639,0,331375,0,335183,0"
91,171,"171,0,3836,0,3928,0,3930,0,3932,0,3944,0,3948,0,8206,0,9472,0,16901,0,16902,0,16903,0,16904,0,16905,0,16906,0,16907,0,16908,0,22546,0,23909,0,23910,0,23912,0,39844,0,39846,0,39852,0,39856,0,39862,0,80249,0,80250,0,80251,0,80252,0,80292,0,80293,0,80294,0,80305,0,80306,0,80307,0,80308,0,80309,0,80310,0,80311,0,80312,0,91308,0,91309,0,91310,0,91311,0,91312,0,98613,0,98614,0,111420,0,111424,0,133621,0,133622,0,133623,0,133624,0,133625,0,133637,0,133638,0,133639,0,133658,0,133659,0,133660,0,133661,0,133691,0,133693,0,150035,0,150038,0,168027,0,168036,0,168040,0,168050,0,173289,0,184348,0,193049,0,199170,0,199171,0,234269,0,234270,0,262246,0,279828,0,287704,0,287705,0,287706,0,287707,0,287717,0,295405,0,295437,0,295443,0,306607,0,306608,0,306623,0,306624,0,306625,0,306626,0,306627,0,306628,0,306629,0,306631,0,306632,0,306640,0,331788,0,338396,0,338716,0"
92,172,"172,0,11205,0,18884,0,192485,0,198546,0"
93,174,"174,0,918,0,1246,0,6931,0,9864,0,10022,0,10049,0,10930,0,10931,0,10932,0,11208,0,11209,0,18878,0,18879,0,18880,0,18881,0,18882,0,18883,0,30335,0,33117,0,41657,0,42919,0,47554,0,47555,0,48017,0,64538,0,74434,0,87787,0,88864,0,96496,0,101531,0,104426,0,106932,0,106933,0,111977,0,113805,0,162520,0,163132,0,163149,0,163277,0,163311,0,163351,0,163503,0,163643,0,163686,0,163693,0,163787,0,164132,0,164167,0,164168,0,164219,0,164336,0,164337,0,182495,0,188154,0,188183,0,188184,0,188652,0,188751,0,188752,0,189153,0,201836,0,202055,0,202077,0,202250,0,202636,0,202637,0,202782,0,202909,0,202910,0,202911,0,203136,0,203137,0,215757,0,236790,0,255212,0,274464,0,277877,0,278271,0,282792,0,291048,0,291049,0,331991,0,334766,0,339195,0"
94,176,"176,0,177,0,9671,0,62216,0,101007,0,102456,0,163717,0,163806,0,202932,0,202933,0,299675,0"
95,177,"176,0,177,0,9671,0,62216,0,101007,0,102456,0,163717,0,163806,0,202932,0,202933,0,299675,0"
96,178,"114,0,178,0,301,0,12220,0,12221,0,12222,0,24784,0,24794,0,32232,0,63937,0,63985,0,72332,0,80424,0,80425,0,89195,0,103820,0,108528,0,119200,0,119201,0,156949,0,157232,0,157308,0,157336,0,157401,0,157529,0,182751,0,197664,0,197665,0,237385,0,281915,0,281916,0,281917,0,281918,0,281919,0,316932,0,317085,0,317086,0"
97,180,"180,0,4131,0,4136,0,4141,0,4880,0,5477,0,7865,0,11998,0,11999,0,15700,0,30575,0,38167,0,68783,0,68784,0,79870,0,79871,0,91765,0,98151,0,98152,0,106046,0,106047,0,110610,0,116527,0,116528,0,116529,0,135646,0,135647,0,135648,0,138087,0,138095,0,170897,0,170929,0,170967,0,171000,0,171023,0,171082,0,171097,0,180408,0,180409,0,184291,0,192439,0,192490,0,192504,0,198362,0,198363,0,198364,0,198365,0,198536,0,198537,0,228123,0,228124,0,251590,0,291710,0,291711,0,291712,0,291713,0,291714,0,291715,0,291716,0,291717,0,331049,0,332400,0,335731,0,339686,0"
98,182,"182,0,1426,0,1583,0,1586,0,1588,0,1607,0,1611,0,1614,0,1631,0,2341,0,2372,0,7477,0,8138,0,9123,0,9125,0,9129,0,11252,0,13956,0,13957,0,13958,0,13961,0,13971,0,13972,0,23465,0,23469,0,23471,0,27054,0,27056,0,27099,0,35696,0,35706,0,35708,0,36711,0,36717,0,52537,0,66261,0,66292,0,66294,0,72859,0,72860,0,74862,0,74864,0,74876,0,74878,0,74906,0,80438,0,90581,0,90582,0,90583,0,90587,0,90588,0,90606,0,97156,0,105035,0,105036,0,105038,0,105049,0,109655,0,109656,0,109678,0,126341,0,126382,0,126385,0,126386,0,126393,0,126420,0,126444,0,132742,0,152252,0,152333,0,152356,0,152416,0,152528,0,152530,0,152532,0,152899,0,152942,0,152961,0,153445,0,153446,0,153488,0,153538,0,153611,0,153612,0,153613,0,153702,0,153720,0,153745,0,153880,0,183210,0,183233,0,183961,0,187616,0,187744,0,200359,0,200371,0,200470,0,200471,0,200472,0,200577,0,200689,0,219667,0,219674,0,219679,0,219685,0,219686,0,243508,0,243524,0,243527,0,243530,0,243595,0,243725,0,248249,0,288954,0,288955,0,288956,0,297098,0,313392,0,313433,0,313814,0,313831,0,314059,0,314326,0,314739,0,314752,0,314782,0,331908,0"
99,184,"184,0,10154,0,80347,0,159283,0,204214,0"
100,187,"187,0,103545,0,103546,0"
101,188,"11225,0,188,0,189,0,19711,0,19712,0,19713,0,19714,0,39198,0,43492,0,43500,0,80457,0,80458,0,100887,0,103268,0,107999,0,143432,0,156932,0,157210,0,157211,0,157321,0,182753,0,184091,0,197723,0,197724,0,197725,0,236415,0,236421,0,236425,0,281353,0,289519,0,289520,0,289521,0,289522,0,289523,0,289525,0,289526,0,289527,0,289528,0,316879,0,316880,0,316881,0,316882,0,316883,0,316884,0,316885,0,316886,0,316887,0,316888,0,316889,0,316890,0,316891,0,316892,0,316893,0,316894,0,316895,0,316896,0,316897,0,316898,0,316899,0,316900,0,316901,0,316902,0,317081,0,329169,0,330127,0,331586,0,332588,0"
102,189,"11225,0,188,0,189,0,19711,0,19712,0,19713,0,19714,0,39198,0,43492,0,43500,0,80457,0,80458,0,100887,0,103268,0,107999,0,143432,0,156932,0,157210,0,157211,0,157321,0,182753,0,184091,0,197723,0,197724,0,197725,0,236415,0,236421,0,236425,0,281353,0,289519,0,289520,0,289521,0,289522,0,289523,0,289525,0,289526,0,289527,0,289528,0,316879,0,316880,0,316881,0,316882,0,316883,0,316884,0,316885,0,316886,0,316887,0,316888,0,316889,0,316890,0,316891,0,316892,0,316893,0,316894,0,316895,0,316896,0,316897,0,316898,0,316899,0,316900,0,316901,0,316902,0,317081,0,329169,0,330127,0,331586,0,332588,0"
103,191,"191,0,192,0,2047,0,11231,0,19588,0,35949,0,80441,0,80442,0,127593,0,161566,0,161760,0,162156,0,186254,0,193781,0,250660,0"
104,192,"191,0,192,0,2047,0,11231,0,19587,0,19588,0,19589,0,35943,0,35949,0,80441,0,80442,0,80443,0,127593,0,127594,0,127595,0,157781,0,159341,0,161566,0,161760,0,162156,0,184635,0,186254,0,193781,0,204916,0,205629,0,205630,0,205742,0,205743,0,250660,0"
105,194,"194,0,7593,0,10120,0,10121,0,20225,0,20226,0,20227,0,20228,0,25997,0,44781,0,44783,0,44785,0,44787,0,51258,0,52311,0,62100,0,63628,0,63629,0,88596,0,88597,0,88660,0,93276,0,100515,0,101918,0,101919,0,101920,0,176255,0,176270,0,176662,0,176773,0,176826,0,176829,0,177016,0,177575,0,177767,0,189537,0,206277,0,206320,0,277883,0,278250,0,333220,0,338620,0"
106,196,"196,0,2985,0,6462,0,15471,0,68080,0,77658,0,80355,0,95206,0,97605,0,98672,0,135223,0,138360,0,138393,0,138488,0,140978,0,141589,0,148578,0,148579,0,167200,0,167203,0,167204,0,179301,0,179305,0,285787,0,285788,0,285789,0,286616,0,287097,0,287098,0,287099,0,287100,0,295539,0,295540,0,295703,0,324524,0,324525,0,324526,0,324543,0"
107,197,"127,0,197,0,2836,0,5160,0,6587,0,7010,0,8619,0,10911,0,11407,0,16758,0,16759,0,16760,0,16761,0,24098,0,29900,0,37758,0,42018,0,42020,0,42022,0,69824,0,70197,0,77280,0,78017,0,78018,0,78184,0,78560,0,80362,0,80363,0,91621,0,91622,0,98893,0,105523,0,108219,0,126396,0,130638,0,130639,0,130828,0,132954,0,138143,0,139267,0,171815,0,171816,0,171837,0,171849,0,171881,0,171885,0,171893,0,171930,0,180835,0,187156,0,199006,0,199007,0,199008,0,280926,0,287801,0,289177,0,291024,0,291026,0,329104,0,330102,0,340047,0"
